"","Player","Date","Team","Position","TOI","iCF","iFF","iSF","ixG","iSCF","iFOW","iFOL","iPENT","iPEND","iHF","iHA","iGVA","iTKA","iBLK","iCF60","iFF60","iSF60","ixG60","ixFSh%","iSCF60","iFO%","iPENDIFF"
"30","ALEX.GALCHENYUK","2017-04-22","MTL","C",15.79,5,1,1,0.03,0,0,5,0,1,1,2,3,3,1,19,3.8,3.8,0.13,3.39,0,0,1
"31","ALEX.GALCHENYUK","2017-04-20","MTL","C",18.38,5,2,1,0.11,0,2,4,0,0,0,4,0,0,2,16.32,6.53,3.26,0.35,5.38,0,0.33,0
"32","ALEX.GALCHENYUK","2017-04-18","MTL","C",15.66,2,2,2,0.37,1,4,6,0,0,0,2,0,0,1,7.66,7.66,7.66,1.42,18.5,3.83,0.4,0
"33","ALEX.GALCHENYUK","2017-04-16","MTL","C",14.73,1,0,0,0,0,6,3,1,0,0,2,1,0,0,4.07,0,0,0,NA,0,0.67,-1
"34","ALEX.GALCHENYUK","2017-04-14","MTL","C",21.16,8,8,5,0.72,2,1,2,0,0,0,3,0,1,1,22.68,22.68,14.18,2.03,8.96,5.67,0.33,0
"35","ALEX.GALCHENYUK","2017-04-12","MTL","C",13.86,7,7,4,0.29,1,0,2,1,0,0,1,3,1,0,30.3,30.3,17.32,1.25,4.14,4.33,0,-1
"36","ALEX.OVECHKIN","2017-05-06","WSH","L",17.77,8,7,4,0.57,3,0,0,0,0,6,0,1,0,1,27.01,23.64,13.51,1.91,8.08,10.13,NA,0
"37","ALEX.OVECHKIN","2017-05-03","WSH","L",19.62,4,2,2,0.08,0,0,0,2,0,6,0,0,0,0,12.23,6.12,6.12,0.25,4.08,0,NA,-2
"38","ALEX.OVECHKIN","2017-05-01","WSH","L",19.45,6,2,2,0.34,1,0,0,0,0,4,2,1,0,0,18.51,6.17,6.17,1.06,17.2,3.08,NA,0
"39","ALEX.OVECHKIN","2017-04-29","WSH","L",23.3,12,6,3,0.31,0,0,0,0,0,4,1,0,1,2,30.9,15.45,7.73,0.81,5.23,0,NA,0
"40","ALEX.OVECHKIN","2017-04-27","WSH","L",18.89,8,5,3,0.18,0,0,0,1,0,6,1,0,0,0,25.41,15.88,9.53,0.56,3.53,0,NA,-1
"41","ALEX.OVECHKIN","2017-04-23","WSH","L",22.76,12,10,7,0.22,0,0,0,0,0,3,2,0,2,0,31.63,26.36,18.45,0.59,2.22,0,NA,0
"42","ALEX.OVECHKIN","2017-04-19","WSH","L",16.52,5,4,3,0.29,2,0,0,0,0,5,3,0,2,0,18.16,14.53,10.9,1.05,7.25,7.26,NA,0
"43","ALEX.OVECHKIN","2017-04-17","WSH","L",15.12,7,6,5,0.37,1,0,0,0,0,4,1,0,0,2,27.78,23.81,19.84,1.46,6.13,3.97,NA,0
"44","ALEX.OVECHKIN","2017-04-15","WSH","L",24.04,12,10,9,0.57,2,0,0,1,0,7,1,1,0,2,29.95,24.96,22.46,1.43,5.73,4.99,NA,-1
"45","ALEX.OVECHKIN","2017-04-13","WSH","L",19.85,6,4,1,0.26,2,0,0,0,0,3,0,0,1,0,18.14,12.09,3.02,0.78,6.42,6.05,NA,0
"46","ALEX.PIETRANGELO","2017-05-05","STL","D",26.13,4,4,4,0.22,1,0,0,1,0,1,3,0,0,2,9.18,9.18,9.18,0.5,5.42,2.3,NA,-1
"47","ALEX.PIETRANGELO","2017-05-02","STL","D",28.59,8,7,6,0.44,1,0,0,0,0,3,0,0,4,1,16.79,14.69,12.59,0.92,6.24,2.1,NA,0
"48","ALEX.PIETRANGELO","2017-04-30","STL","D",26.51,6,3,1,0.07,0,0,0,1,0,0,2,1,1,3,13.58,6.79,2.26,0.16,2.42,0,NA,-1
"49","ALEX.PIETRANGELO","2017-04-28","STL","D",27.25,4,2,1,0.07,0,0,0,0,0,0,1,1,1,5,8.81,4.4,2.2,0.17,3.75,0,NA,0
"50","ALEX.PIETRANGELO","2017-04-26","STL","D",24.46,3,3,1,0.12,0,0,0,0,0,0,1,0,1,2,7.36,7.36,2.45,0.3,4.06,0,NA,0
"51","ALEX.PIETRANGELO","2017-04-22","STL","D",31.04,4,3,2,0.1,0,0,0,0,1,0,3,0,0,2,7.73,5.8,3.87,0.19,3.32,0,NA,1
"52","ALEX.PIETRANGELO","2017-04-19","STL","D",28.7,6,5,4,0.25,1,0,0,0,0,1,3,1,0,1,12.54,10.45,8.36,0.52,5.02,2.09,NA,0
"53","ALEX.PIETRANGELO","2017-04-16","STL","D",27.02,2,2,1,0.08,0,0,0,0,0,1,3,0,0,5,4.44,4.44,2.22,0.18,4.13,0,NA,0
"54","ALEX.PIETRANGELO","2017-04-14","STL","D",27.7,3,3,2,0.06,0,0,0,0,0,0,4,0,1,2,6.5,6.5,4.33,0.13,1.94,0,NA,0
"55","ALEX.PIETRANGELO","2017-04-12","STL","D",34.49,8,6,5,0.14,0,0,0,1,1,0,2,0,0,3,13.92,10.44,8.7,0.24,2.28,0,NA,0
"56","ALEX.RADULOV","2017-04-22","MTL","R",20.21,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2.97,0,0,0,NA,0,NA,0
"57","ALEX.RADULOV","2017-04-20","MTL","R",20.44,4,2,1,0.04,0,1,0,0,0,4,4,1,1,3,11.74,5.87,2.94,0.12,2.12,0,1,0
"58","ALEX.RADULOV","2017-04-18","MTL","R",19.88,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,NA,0,NA,-1
"59","ALEX.RADULOV","2017-04-16","MTL","R",17.22,1,1,1,0.12,1,1,0,0,0,0,3,0,0,0,3.48,3.48,3.48,0.43,12.24,3.48,1,0
"60","ALEX.RADULOV","2017-04-14","MTL","R",23.31,7,6,6,0.68,2,0,0,2,0,7,2,1,0,0,18.02,15.44,15.44,1.75,11.34,5.15,NA,-2
"61","ALEX.RADULOV","2017-04-12","MTL","R",17.38,2,1,1,0.02,0,1,0,0,0,3,2,0,1,0,6.9,3.45,3.45,0.07,1.94,0,1,0
"62","ALEX.STEEN","2017-05-02","STL","C",18.92,5,3,2,0.1,0,4,0,0,0,1,2,2,0,1,15.86,9.51,6.34,0.32,3.35,0,1,0
"63","ALEX.STEEN","2017-04-30","STL","C",20.07,2,2,2,0.23,1,0,2,1,0,3,1,1,1,1,5.98,5.98,5.98,0.67,11.28,2.99,0,-1
"64","ALEX.STEEN","2017-04-28","STL","C",19.88,4,4,2,0.21,0,0,0,0,1,1,1,0,0,1,12.07,12.07,6.04,0.62,5.17,0,NA,1
"65","ALEX.STEEN","2017-04-26","STL","C",16.13,4,4,3,0.32,1,0,4,0,0,0,0,0,1,0,14.88,14.88,11.16,1.2,8.08,3.72,0,0
"66","ALEX.STEEN","2017-04-22","STL","C",20.64,3,2,2,0.13,0,0,0,0,0,0,3,0,0,0,8.72,5.81,5.81,0.37,6.38,0,NA,0
"67","ALEX.STEEN","2017-04-19","STL","C",20.24,4,3,2,0.16,0,6,5,0,0,0,1,0,0,1,11.86,8.89,5.93,0.47,5.33,0,0.55,0
"68","ALEX.STEEN","2017-04-16","STL","C",18.4,4,4,3,0.16,0,3,4,0,0,0,0,0,0,2,13.04,13.04,9.78,0.52,4.02,0,0.43,0
"69","ALEX.STEEN","2017-04-14","STL","C",17.27,3,2,0,0.09,0,0,8,1,0,2,0,0,1,0,10.42,6.95,0,0.32,4.58,0,0,-1
"70","ALEX.STEEN","2017-04-12","STL","C",23.16,4,3,1,0.15,0,0,4,0,0,0,2,0,1,2,10.36,7.77,2.59,0.38,4.86,0,0,0
"71","ALEX.WENNBERG","2017-04-20","CBJ","C",21.17,3,3,3,0.11,0,6,10,1,0,0,3,0,2,0,8.5,8.5,8.5,0.31,3.61,0,0.38,-1
"72","ALEX.WENNBERG","2017-04-18","CBJ","C",16.05,2,2,2,0.35,1,8,4,0,1,0,0,0,0,0,7.48,7.48,7.48,1.3,17.41,3.74,0.67,1
"73","ALEX.WENNBERG","2017-04-16","CBJ","C",21.05,3,0,0,0,0,4,9,0,0,0,0,0,1,0,8.55,0,0,0,NA,0,0.31,0
"74","ALEX.WENNBERG","2017-04-14","CBJ","C",18.83,8,8,3,0.35,1,7,10,0,0,1,3,0,0,0,25.49,25.49,9.56,1.1,4.33,3.19,0.41,0
"75","ALEX.WENNBERG","2017-04-12","CBJ","C",19.88,5,2,2,0.03,0,10,14,0,0,3,1,0,1,0,15.09,6.04,6.04,0.09,1.54,0,0.42,0
"76","ANDREAS.MARTINSEN","2017-04-14","MTL","L",11.03,1,1,1,0.02,0,0,0,0,0,4,3,0,0,0,5.44,5.44,5.44,0.1,1.8,0,NA,0
"77","ANDREAS.MARTINSEN","2017-04-12","MTL","L",9.38,2,2,2,0.2,1,0,0,0,0,5,5,2,0,2,12.79,12.79,12.79,1.25,9.78,6.4,NA,0
"78","ANDRE.BURAKOVSKY","2017-05-06","WSH","L",17.93,6,5,4,0.48,2,0,0,0,1,1,0,0,0,1,20.08,16.73,13.39,1.6,9.59,6.69,NA,1
"79","ANDRE.BURAKOVSKY","2017-05-03","WSH","L",14.96,4,4,3,0.29,1,0,0,0,0,0,2,0,1,0,16.04,16.04,12.03,1.17,7.3,4.01,NA,0
"80","ANDRE.BURAKOVSKY","2017-05-01","WSH","L",9.18,4,3,0,0.35,1,0,0,0,1,2,0,0,1,0,26.14,19.61,0,2.26,11.53,6.54,NA,1
"81","ANDRE.BURAKOVSKY","2017-04-29","WSH","L",15.99,5,3,2,0.31,1,0,0,0,1,1,1,0,0,0,18.76,11.26,7.5,1.18,10.49,3.75,NA,1
"82","ANDRE.BURAKOVSKY","2017-04-27","WSH","L",13.66,8,6,1,0.36,1,0,0,0,0,0,1,0,0,0,35.14,26.35,4.39,1.6,6.06,4.39,NA,0
"83","ANDRE.BURAKOVSKY","2017-04-23","WSH","L",13.44,6,4,3,0.26,1,0,0,0,0,4,2,0,1,0,26.79,17.86,13.39,1.16,6.5,4.46,NA,0
"84","ANDRE.BURAKOVSKY","2017-04-19","WSH","L",10.72,1,1,1,0.05,0,0,0,0,0,1,6,0,1,1,5.6,5.6,5.6,0.26,4.58,0,NA,0
"85","ANDRE.BURAKOVSKY","2017-04-17","WSH","L",13.57,3,3,3,0.23,2,0,0,0,0,0,2,0,1,0,13.26,13.26,13.26,1.03,7.79,8.84,NA,0
"86","ANDRE.BURAKOVSKY","2017-04-15","WSH","L",19.98,6,5,5,0.3,1,0,0,0,0,2,1,1,1,0,18.02,15.02,15.02,0.91,6.04,3,NA,0
"87","ANDRE.BURAKOVSKY","2017-04-13","WSH","L",12.08,2,1,1,0.24,1,1,1,0,1,3,1,0,1,0,9.93,4.97,4.97,1.19,23.91,4.97,0.5,1
"88","ANDREI.MARKOV","2017-04-22","MTL","D",20.92,2,2,1,0.05,0,0,0,0,0,0,2,1,1,1,5.74,5.74,2.87,0.13,2.25,0,NA,0
"89","ANDREI.MARKOV","2017-04-20","MTL","D",28.02,3,3,1,0.08,0,0,0,0,0,3,0,1,2,1,6.42,6.42,2.14,0.16,2.5,0,NA,0
"90","ANDREI.MARKOV","2017-04-18","MTL","D",24.34,3,1,1,0.01,0,0,0,0,0,1,2,5,0,2,7.4,2.47,2.47,0.03,1.33,0,NA,0
"91","ANDREI.MARKOV","2017-04-16","MTL","D",25.79,4,2,2,0.19,1,0,0,0,2,0,4,0,0,2,9.31,4.65,4.65,0.44,9.54,2.33,NA,2
"92","ANDREI.MARKOV","2017-04-14","MTL","D",33.67,4,3,2,0.09,0,0,0,0,0,0,4,1,1,1,7.13,5.35,3.56,0.16,3.02,0,NA,0
"93","ANDREI.MARKOV","2017-04-12","MTL","D",23.01,3,1,1,0.01,0,0,0,0,0,0,2,1,1,3,7.82,2.61,2.61,0.02,0.92,0,NA,0
"94","ANDREJ.SEKERA","2017-05-05","EDM","D",1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0
"95","ANDREJ.SEKERA","2017-05-03","EDM","D",24.05,5,2,1,0.04,0,0,0,0,0,1,0,2,1,3,12.47,4.99,2.49,0.11,2.19,0,NA,0
"96","ANDREJ.SEKERA","2017-04-30","EDM","D",22.34,4,2,2,0.08,0,0,0,0,0,3,6,0,0,0,10.74,5.37,5.37,0.22,4.16,0,NA,0
"97","ANDREJ.SEKERA","2017-04-28","EDM","D",22.96,5,4,3,0.15,0,0,0,0,0,4,4,0,1,1,13.07,10.45,7.84,0.41,3.87,0,NA,0
"98","ANDREJ.SEKERA","2017-04-26","EDM","D",22.6,3,2,2,0.09,0,0,0,1,1,1,8,0,1,5,7.96,5.31,5.31,0.24,4.55,0,NA,0
"99","ANDREJ.SEKERA","2017-04-22","EDM","D",21.23,2,1,1,0.01,0,0,0,0,0,0,3,0,0,3,5.65,2.83,2.83,0.02,0.65,0,NA,0
"100","ANDREJ.SEKERA","2017-04-20","EDM","D",27.71,5,4,3,0.11,0,0,0,0,0,0,2,0,0,3,10.83,8.66,6.5,0.25,2.86,0,NA,0
"101","ANDREJ.SEKERA","2017-04-18","EDM","D",24.31,3,2,2,0.04,0,0,0,0,0,2,1,3,0,3,7.4,4.94,4.94,0.1,2.01,0,NA,0
"102","ANDREJ.SEKERA","2017-04-16","EDM","D",19.94,2,1,1,0.01,0,0,0,0,1,1,3,1,2,3,6.02,3.01,3.01,0.04,1.38,0,NA,1
"103","ANDREJ.SEKERA","2017-04-14","EDM","D",23.8,7,3,2,0.12,0,0,0,0,0,0,1,4,1,0,17.65,7.56,5.04,0.29,3.9,0,NA,0
"104","ANDREJ.SEKERA","2017-04-12","EDM","D",21.7,2,2,1,0.08,0,0,0,0,0,1,3,3,0,1,5.53,5.53,2.76,0.22,4.05,0,NA,0
"105","ANDREW.COGLIANO","2017-05-05","ANA","C",18.4,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,0,0,0,NA,0,NA,0
"106","ANDREW.COGLIANO","2017-05-03","ANA","C",13.63,4,1,1,0.02,0,1,0,0,1,1,0,1,0,0,17.61,4.4,4.4,0.09,2.01,0,1,1
"107","ANDREW.COGLIANO","2017-04-30","ANA","C",15,4,1,1,0.04,0,0,0,0,0,2,1,0,0,0,16,4,4,0.18,4.44,0,NA,0
"108","ANDREW.COGLIANO","2017-04-28","ANA","C",11.15,5,4,3,0.22,1,0,0,0,1,2,0,0,0,0,26.91,21.52,16.14,1.2,5.59,5.38,NA,1
"109","ANDREW.COGLIANO","2017-04-26","ANA","C",13.2,7,4,4,0.19,0,0,0,0,0,1,3,0,0,1,31.82,18.18,18.18,0.86,4.73,0,NA,0
"110","ANDREW.COGLIANO","2017-04-19","ANA","C",13.01,6,4,3,0.15,0,0,0,0,0,0,0,0,0,0,27.67,18.45,13.84,0.7,3.78,0,NA,0
"111","ANDREW.COGLIANO","2017-04-17","ANA","C",14.03,1,1,1,0.02,0,1,0,1,0,0,1,0,0,1,4.28,4.28,4.28,0.08,1.86,0,1,-1
"112","ANDREW.COGLIANO","2017-04-15","ANA","C",14.11,5,5,3,0.33,2,1,0,0,0,2,3,0,0,1,21.26,21.26,12.76,1.41,6.63,8.5,1,0
"113","ANDREW.COGLIANO","2017-04-13","ANA","C",12.45,5,3,2,0.09,0,0,0,0,1,2,1,0,0,1,24.1,14.46,9.64,0.42,2.93,0,NA,1
"114","ANDREW.SHAW","2017-04-20","MTL","C",13.26,4,4,4,0.86,3,1,6,1,0,4,8,0,0,1,18.1,18.1,18.1,3.88,21.43,13.57,0.14,-1
"115","ANDREW.SHAW","2017-04-18","MTL","C",10.88,5,5,3,0.29,1,1,2,1,0,1,1,0,0,1,27.57,27.57,16.54,1.58,5.71,5.51,0.33,-1
"116","ANDREW.SHAW","2017-04-16","MTL","C",9.76,2,0,0,0,0,0,1,0,0,1,2,0,0,1,12.3,0,0,0,NA,0,0,0
"117","ANDREW.SHAW","2017-04-14","MTL","C",21.54,8,6,4,0.32,1,5,10,0,0,3,5,0,0,0,22.28,16.71,11.14,0.88,5.27,2.79,0.33,0
"118","ANDREW.SHAW","2017-04-12","MTL","C",19.05,4,4,2,0.64,2,4,5,0,0,3,2,0,0,0,12.6,12.6,6.3,2,15.91,6.3,0.44,0
"119","ANTOINE.VERMETTE","2017-05-05","ANA","C",22.84,3,2,1,0.27,2,21,7,0,0,2,2,1,0,1,7.88,5.25,2.63,0.7,13.42,5.25,0.75,0
"120","ANTOINE.VERMETTE","2017-05-03","ANA","C",13.26,3,1,1,0.02,0,8,5,1,0,0,0,0,0,0,13.57,4.52,4.52,0.09,1.92,0,0.62,-1
"121","ANTOINE.VERMETTE","2017-04-30","ANA","C",14.61,4,3,2,0.72,2,8,13,0,0,0,2,0,0,0,16.43,12.32,8.21,2.94,23.85,8.21,0.38,0
"122","ANTOINE.VERMETTE","2017-04-28","ANA","C",14.18,6,6,5,0.62,3,15,7,0,0,1,1,1,0,0,25.39,25.39,21.16,2.64,10.38,12.69,0.68,0
"123","ANTOINE.VERMETTE","2017-04-26","ANA","C",10.95,1,1,1,0.02,0,12,6,0,0,3,1,1,0,1,5.48,5.48,5.48,0.09,1.56,0,0.67,0
"124","ANTOINE.VERMETTE","2017-04-19","ANA","C",11.89,0,0,0,0,0,8,6,0,0,0,1,0,0,0,0,0,0,0,NA,0,0.57,0
"125","ANTOINE.VERMETTE","2017-04-17","ANA","C",13.34,3,3,2,0.1,0,11,4,0,0,0,1,0,0,0,13.49,13.49,9,0.44,3.29,0,0.73,0
"126","ANTOINE.VERMETTE","2017-04-15","ANA","C",12.38,3,1,1,0.03,0,4,6,0,0,2,1,0,0,1,14.54,4.85,4.85,0.16,3.22,0,0.4,0
"127","ANTOINE.VERMETTE","2017-04-13","ANA","C",14.98,5,5,5,0.48,3,15,7,0,1,0,4,1,0,1,20.03,20.03,20.03,1.93,9.64,12.02,0.68,1
"128","ANTON.SLEPYSHEV","2017-05-05","EDM","L",13.57,2,2,0,0.2,1,0,0,0,0,0,1,2,0,1,8.84,8.84,0,0.87,9.8,4.42,NA,0
"129","ANTON.SLEPYSHEV","2017-05-03","EDM","L",11.71,3,3,3,0.2,1,0,0,0,0,3,0,0,0,0,15.37,15.37,15.37,1.02,6.61,5.12,NA,0
"130","ANTON.SLEPYSHEV","2017-04-30","EDM","L",11.57,3,1,1,0.14,1,0,0,0,0,0,1,1,3,0,15.56,5.19,5.19,0.73,14.04,5.19,NA,0
"131","ANTON.SLEPYSHEV","2017-04-28","EDM","L",8.84,2,1,1,0.03,0,0,0,0,0,0,0,0,0,0,13.57,6.79,6.79,0.18,2.59,0,NA,0
"132","ANTON.SLEPYSHEV","2017-04-26","EDM","L",9.98,3,3,2,0.26,2,0,0,2,0,1,4,0,0,0,18.04,18.04,12.02,1.55,8.58,12.02,NA,-2
"133","ANTON.SLEPYSHEV","2017-04-22","EDM","L",8.38,2,1,1,0.17,1,0,0,0,0,2,3,0,0,0,14.32,7.16,7.16,1.24,17.29,7.16,NA,0
"134","ANTON.SLEPYSHEV","2017-04-20","EDM","L",11.31,7,3,2,0.07,0,0,0,0,0,0,1,0,1,0,37.14,15.92,10.61,0.35,2.2,0,NA,0
"135","ANTON.SLEPYSHEV","2017-04-18","EDM","L",11.89,3,1,0,0.05,0,0,0,0,0,1,0,2,0,0,15.14,5.05,0,0.25,4.96,0,NA,0
"136","ANTON.SLEPYSHEV","2017-04-16","EDM","L",13.61,6,3,2,0.18,0,0,0,0,0,1,4,0,1,2,26.45,13.23,8.82,0.78,5.86,0,NA,0
"137","ANTON.SLEPYSHEV","2017-04-14","EDM","L",5.92,1,1,1,0.03,0,0,0,0,0,2,0,0,0,0,10.14,10.14,10.14,0.26,2.59,0,NA,0
"138","ARTEM.ANISIMOV","2017-04-20","CHI","C",14.3,2,2,2,0.72,2,1,4,0,0,0,0,0,0,0,8.39,8.39,8.39,3.04,36.2,8.39,0.2,0
"139","ARTEM.ANISIMOV","2017-04-17","CHI","C",18.81,1,1,0,0.03,0,2,15,0,0,0,0,0,0,2,3.19,3.19,0,0.11,3.43,0,0.12,0
"140","ARTEM.ANISIMOV","2017-04-15","CHI","C",17.23,2,2,2,0.09,0,4,12,0,0,2,2,0,0,1,6.96,6.96,6.96,0.3,4.32,0,0.25,0
"141","ARTEM.ANISIMOV","2017-04-13","CHI","C",19.09,6,4,2,0.78,3,8,5,0,0,2,1,0,0,1,18.86,12.57,6.29,2.45,19.52,9.43,0.62,0
"142","ARTEMI.PANARIN","2017-04-20","CHI","C",20.72,8,5,3,0.17,0,0,0,0,0,0,1,1,1,0,23.17,14.48,8.69,0.49,3.42,0,NA,0
"143","ARTEMI.PANARIN","2017-04-17","CHI","C",23.15,6,4,3,0.18,0,0,0,0,0,0,5,0,0,0,15.55,10.37,7.78,0.47,4.57,0,NA,0
"144","ARTEMI.PANARIN","2017-04-15","CHI","C",17.94,2,2,2,0.04,0,0,0,0,0,0,2,0,3,1,6.69,6.69,6.69,0.14,2.1,0,NA,0
"145","ARTEMI.PANARIN","2017-04-13","CHI","C",21.53,4,3,3,0.1,0,0,0,0,0,3,0,1,1,0,11.15,8.36,8.36,0.28,3.38,0,NA,0
"146","ARTTURI.LEHKONEN","2017-04-22","MTL","L",16.49,7,4,2,0.31,1,0,0,0,0,1,6,0,0,1,25.47,14.55,7.28,1.13,7.75,3.64,NA,0
"147","ARTTURI.LEHKONEN","2017-04-20","MTL","L",17.21,8,8,5,0.72,2,0,0,0,0,2,3,0,0,1,27.89,27.89,17.43,2.51,9.01,6.97,NA,0
"148","ARTTURI.LEHKONEN","2017-04-18","MTL","L",13.5,4,4,3,0.31,1,0,1,0,0,1,2,0,1,1,17.78,17.78,13.33,1.39,7.79,4.44,0,0
"149","ARTTURI.LEHKONEN","2017-04-16","MTL","L",11.98,4,4,4,0.49,3,0,0,1,0,2,3,0,0,1,20.03,20.03,20.03,2.44,12.19,15.03,NA,-1
"150","ARTTURI.LEHKONEN","2017-04-14","MTL","L",19.28,4,3,3,0.19,1,0,0,0,0,2,5,0,1,0,12.45,9.34,9.34,0.58,6.23,3.11,NA,0
"151","ARTTURI.LEHKONEN","2017-04-12","MTL","L",14.15,4,3,2,0.18,1,0,0,0,1,5,2,2,1,0,16.96,12.72,8.48,0.78,6.15,4.24,NA,1
"152","AUSTIN.WATSON","2017-05-05","NSH","L",15.29,2,1,1,0.15,1,0,0,0,0,7,2,0,0,1,7.85,3.92,3.92,0.6,15.23,3.92,NA,0
"153","AUSTIN.WATSON","2017-05-02","NSH","L",13,0,0,0,0,0,0,0,0,0,8,1,1,0,2,0,0,0,0,NA,0,NA,0
